Ulasan
jahit kurang depan lebih rapi
jatohnya biru biasa sih tidak navy kain tipis banget tidak kayak beli belum produk sama
bagus banget baju terima kasih seller toped promo cashbacknya yaaa
barang kirim paksa jual baru kabar 4 hari kerja kalau memang warna barang di display habis di terang sedia lebih baik dicancel oleh jual jadi barang paksa kirim padahal warna tidak sesuai yang ingin di display
barang sih bagus suruh request jangan via chat padahal cuma nanya gilir tulis note malah tidak baca hadeh sabuk atas contoh sabuk bawah terima
ukuranya xl nya terlalu ngepass cenderung kecil bahan biasa banget
ukuranya pas
jahitanya label kiri bawah kurang rapi
ukuranya pas bahan bagus dengan aman
barang bagus
sampai barang cepat
ukuranya pas
beli pertama sini dapat kain bagus warna biru akhir repeat warna hitam pas kain kok beda akhir minta tuker warna biru kirainnya bakal dapat kayak kain pertama nyata beda banget kecewa sih
kualitas tidak bagus pernah beli harga sama
barang tidak sampai2 respon chat pese instan mau minggu tidak kirim2
sangat bagus
bahan panas gampang kusut
tidak sesuai pesan
bahan okeademwarna oke
dasi kirim saja ada kotak kosong kirim sama dasi tidak tau maksud apa gepeng kotak
biasa
bahan nyaman fittingnya pas pelayananya cepat
ukuranya pas
terlalu mahal
keren
maaf iya min saya warna kuning kurang tarik
ukuranya bentuk kurang kalau bahan bagus
ukuranya pas kualitas oke
sesuai pesan bagus
tidak sesuai chart ukuranya ukuranya baju sangat besar sekali produk biasa dengan kain cendrung bulu
ukuranya tidak konsisten
ukuranya tidak cocok
design kualitas okthanks sellerdapat bonus sisir ukuranya pas
tidak lihat banding harga
barang kualitas bagus
alhamdullilah barang sesuai pesan kirim thanks sesuai harga terimakasih
ukuranya pas tinggi badan 160 170 cuma
kecee pass bukan ganteng ukuranya pas
murah memang murah
bahanya tipis tidak kaya lama
tipis
produk baik
soal kualitas brand tidak perlu ragu bahan tebal nyaman tidak buat gerah barang kirim sesuai gambar pesan
edit ulas baru pakai 2 kali jahitanya ada robek resleting rusak kaya produk tidak lolos kualitas kontrol
warna pudar
warna hitam pudar
lama
bahan memang chinos asa panas beda chino branded saya punya cut aneh saya bagi angkle besar jadi kayak cut bray gtu model ukuranya beda celana satu ukuranya sama 40 lebih press lebih ketat bagi paha telah cuci bahan makin kerut jadi makin ngepress tidak nyaman pakai ekspektasi cukup tinggi celana ini tapi memang banyak perlu tingkat
b
kasih bintang 4 ada sedikit defect bagi resleting besi karatteroxidasi nyata warna tidak light khakicreme di foto warna nya lebih dark khaki
bahan nya bagus warnaya sesuai
tidak sesuai warna payah
paling suka model kaos polos kayak gni bahan nyaman badan tidak bkin gerah tb 165 bb 54 beli ukuranya m pas
bahan nya tipis kait tali nya penyok
oversize hongkong kasih judul sesuai produk dong kak jangan kasih judul gampang cari
ukuranya pas
ukuranya kecil
cukup
bahan tipis
barang saya terima tiba tidak sesuai jadwal malah lebih lama yang ngantar mungkin ambeyen buat dingkol toko bagus
ukuranya pas berat badan 60 70 kg
warna tidak sesuai pesan
selalu suka fittingnya hoc entah beli celana kargo 2 kali dua2nya baru sekali pakai kancing lepas semua
sesuai pesan warna off putih nya cukup bagus lingkar pinggang 78cm sangat pas ukuranya 28 overall sangat puas produk terimakasih houseofcuff ukuranya pas berat badan 60 kg
ukuranya pas
barang lumayan bagus sesuai foto
ukuranya pas tinggi badan 160 170 cuma berat badan 71 80 kg
bagus
sedikit kecewa 3 kaos d jadi 1 plastik gulung bukan lagiiiiiiiii
kaos polos sini tidak pernah kecewa
salah satu saku baju yang jahitanya jadi nempel sama bagi dalammungkin kualitas kontrol nya lebih tingkat
bagus
selalu suka sama kualitas kaos jaman kuliah dulu sekarang
barang saya terima beda pesan
mantappppppp beli 3
model bagus bahan bagus moga sukses terus
ukuranya pas
warna kurang presisi
ukuranya pas tinggi badan 160 170 cuma berat badan 60 kg bahan bagus
model keren sipp
barang stok terlalu lama gudang bagi jamur semua
""
lama banget kirim respon jual buat follow up barang jasa ekspedisi tidak terlalu baik
premium cotton gerah cuy soal bahan katin 50 polister 50 enak softstyle lebih adem
ukuranya pas
harga murah barang cukup bagus moga awet
bahan luar ekspetasi yah
salah motif
panas
sangat bagus guna aktifitas hari hari
sanggah tidak kuat beda yang pes
nyaman pakai ukuranya sesuai model keren warna mantap tidak terawang jahit rapi makasih sesuai pesan
bahan cukup bagus murah proses cepat
ukuranya pas tinggi badan 160 cuma
beli 3 dasi pilih ukuranya sama pas nyata ukuranya beda
barang pesan saya terima lengkap sesuai pesan material bahan jahitanya bagus
respon cepat kemas bagus barang sesuai
jahitanya tidak rapih kancing tidak masuk kecewa
bahan baju kurang lembut lembut bahan bagi leher mohon tingkat lembut seluruh bahan baju iya ada turtle neck shirt bahan baju lembut banget adem bahan spandek kabarin iya saya mau beli turtle neck shirt bahan lembut bahan spandek gitu hehe
bagus
bahan nya tipis banget jahitanya nya tidak rapih harga gin victoria busana bandung dapat lebih bagus
minta ukuranya m kirim ukuranya l
kurang besar lingkar pinggang lingkar paha
bagus
kualitas sesuai harga lumayan lah
bahan
model keren ringan unt acara santai ukuranya pas
ukuranya pas berat badan 60 70 kg
habis cuci sobek jahit bagi samping
barang sangat tipis jahitanya tidak rapi
xl kok kayak m
produk bagus seller
bahan bagus kancing tidak yang kendor jahit rapi perfect
pas badan bahan enak
ukuranya pas berat badan 60 70 kg tinggi badan 160 170 cuma
bahan bagus tidak tipis nyaman even pakai kerja hari lihat iya tinggi 169cm berat 65 kg tidak perut buncit badan isi otot celana aman panjang pas atas ankle expendable waistnya bantu banget
ada jahitanya samping warna tidak penuh bugundyada bercak putih
ukuranya badan pakai enak adem bahan bagus thanks
kaos tipis banget pikir heavy cottontebal nyata tidak
ukuranya pas tinggi badan 160 170 cuma berat badan 80 kg
barang tidak sesuai kualitas buruk
mantap kaos bahan adem ukuranya pas
bahan stretch jahitanya bagus
nice originalll
bagus banget
ukuranya tidak sesuai tentu
beli kemeja keduabahan jahitanya bagus
bahan tebal adem nyaman buat aktivitas
ukuranya pas
jenis bahan sangat tidak kualitas sintetis gampang tusuk nambahin lubang
ukuranya pas tinggi badan 180 cuma berat badan 97 kg xl bahan bagus finishing rapi ayo buru beli
ukuranya pas
tinggi 170 bb 78 xl nya mayan mantap kain biasa bagus
tidak lubang kancing celana
produk bagus baik response kirim baik beli beberapa kali mohon kirim lebih cepat jam hari kirim toko sayang beli di toko yang mau merespon kirim sesuai mohon padahal kami mau pakai produk house of cuff
ukuranya liliput
ukuranya pas tinggi badan 160 170 cuma
ukuranya m lingkar kepala terlalu lebar
lem jahitanya rapi ringan pakai ukuranya pas kaki nyaman pakai model keren
barang nya bagus
good stuff
cuttingannya jelek tiap baju beda2
bahan enak adem lemah di kantong saku baru pakai 1 hari lubang sangat kecewa durability kantong mohon tim kualitas kontrol nya lebih perhati
beli ikat pinggang kulit belum dibolongin sih kerja user suruh ngelobangin sendiri kalau lubang kurang iya wajar kalau custom di hoc tidak ada orang qa kualitas kontrol rnd erti konsep percentile buat produk
bahan bener2 adem banget tidak tipis bahan pokok nyaman banget thank iya
terima kasih tokopedia sen sudah tiba ukuranya pas
bagus celana moga awet
lumayan ukuranya badan pas panjang celana sip banget bahan kain ringan lumayan tebal jahitanya lumayan rapih bolehlaah
ukuranya tidak biasa biasa pakai l cukupyg ukuranya l sini lebih kecil
sayang jahit tidak rapi kurang profesional
jauh aman tidak rusa apa awet mudah mudah tahan lama thanks for speed delivery
motif tidak sesuai display di pesan
jahit kurang rapih ukuranya kecil harus ukuranya xl besar ini xl nya kecil kualitas kurang bahan kaku bukan bahan kanvas bagus
tipis banget
ukuranya pas
ukuranya pas tinggi badan 160 170 cuma berat badan 60 kg
bagus banget
kirim golong cepat ukuranya tidak masalah bahan cukup bagus saja jahitanya celana golong buruk karena baru sekali pakai lepas2 jahit lihat gambar
saya celana nya bagus terima kasih iya
seperti barang ini tidak alami kualitas kontrol begini beli jadi 2 kali kerja yang ini kasih b3 tidak kembali juga saya memang butuh cepat depan baik kualitas kontrol nya terimakasih
barang oke sesuai harga jahit rapi model keren
ukuranya pas
ukuranya pas
produk tidak sesuai deskripsifoto warna tidak sesuai jahitanya kurang rapi packaging
ukuranya pas tinggi badan 160 170 cuma berat badan 60 70 kg moga awet deh bahanya tebel motif bagus
jahitanya amburadul bahan setip sabar
ukuranya terlalu kecil
""
navy lebih arah hitam ralat nyata warna hitam serius kali belum kirim pasti dulu
ukuranya pas
barang bagus
kualitas celana kurang bagus bahan tipis jahitanya ada lepas sekali pakai selangkang lgsg brudul ky foto layan so so lah ukuranya 33nya agak besar tidak slimfit saya overall harga gin kembali ke konsumen nilai objektif saya iya konsumen beli celana jadi no hurt feelings
jual lambat respons tanda ukuranya kemeja lepas bahan lumayan tipis klaim tidak gampang kusut gampang kusut moga bantu
best buy bulan sih celana bahan sama potong cakeup
bahan lembut
jahitanya tidak rapih kirim lama
warna datang salah pesan warna biru tua datang warna hitam
warna tidak sesuai yang pesan ada konfirmasi langsung kirim
bahan bagus ukuranya press body
ukuranya pas bahan tipis moga awet
produk mantap sesuai warna ukuranya pas
ukuranya pas
lumayan
bagus bahan halus nyaman good next order
bagus adem ses skripsi sesuai harga ukuranya pas
sempit
kualitas lebih bagus beli depstore harga relatif sama
bahan tipis panas tdak sesuai
kecewa berat produk tidak sesuai di ingat asal kirim proses kembali rumit mau maki dosa toko juara kategori salah kirim
gambar yang datang beda sangat buruk kualiatas nya kira betul produk sedang promo nyata memang barang murah
warna beda iya gambar kalau direspon edit bintang
ukuranya pas
kemeja potong tidak rapi banyak jahitanya tidak rapi lebih proses kirim lama banget padahal next day loh
sesuai harga hehe
kirim sangat lambat pesan hari kamis baru urus kirim hari senin sore jawab beri sangat tidak muas
ukuranya pas
sangat sesuai saya harap
kirim lama
bahan bagus sizenya pas mantap pkokya
bahan lumayan kasar kurang nyaman pakai ukuranya tidak standar lebih besar biasa oversize
ukuranya terlalu kecil
ukuranya pas tinggi badan 171 180 cuma berat badan 80 kg
keren sih bahan adem ukuranya sesuai puas deh next bakal repeat order
ukuranya pas sesuai pesan harga murah kirim cepat terima kasih iya
barang bagus buat bahan kualitas baik bentuk topi sesuai gambar warna barang beda warna kirim warna biru pes abuabu jenama lokal sudah punya nama baik house of cuff milik kemas dus khusus topi beri info apabila warna produk pes stok kosong terima kasih
kaos kondisi baik sangat sayang beda ukuranya beli 2 hari lalu sama2 m lebih besar yang hari sampai kualitas kontrol nya lebih teliti
ukuranya pas tinggi badan 171 180 cuma
bahan enak banget kualitas premium bakal reorder sih
kemas terima ada tersobekterbuka foto tidak wa kurir kalau barang datang ambil ada di depan pintu mohon investigate
ukuranya pas
ukuranya xl satu yang jelek
ukuranya pas
ukuranya pas jahitanya lumayan bahan golong tiiipiss buat harga segitu
kantong celana bagi robek kancing kait lepas ukuranya celana sesuai bahan stretch
jahitanya benang kurang rapi beranta kecewa
warna keren
ukuranya pas tinggi badan 171 180 cuma berat badan 71 80 kg
okee sih recommend banget bahan adem nyaman pakai pokok all the best this produk
kualitas lain kasar bayang
model oke bahan lumayan oke jahitanya rapih ukuranya pas tks bonus
bagus
buat daily nongki2 santai lagi dipak
bahan tidak sesuai harga
tipis
ukuranya terlalu kecil ukuranya pas tinggi badan 160 170 cuma
ukuranya peckingan sesuai order
warna sablon lihat bagus
bahan bagus
gambar cenderung oval datang malah kotak terus bahan ringkih banget tidak yang di foto plastik kaya plastik main mohon maaf saya jujurr iya
bahan enak sesuai deskripsi
tipis
lubang kancing tidak dibolongin ukuranya xl kok kecil mungkin yang kurang riset ukuranya kirim sangat lambat sama2 jakarta pesan hari sabtu baru hari kamis
jual ramah packing aman kacamata aduh kenapa miring segala sisi astagaaaa bentuk beda jauh sama foto foto lebih bulat datang persis kotak
tipis yah bahan nya harga sama mungkin bnyak lebih tebal bahan
kualitas harga kurang 200 jangan harap banyak bukan premium banget lah harga gin utama resletingkancingnya asa tidak solid so 4 iya
yelow nya tidak soft
barang sampai warna tidak sesuai kualitas bahan tipis benar kecewa
tidak dapat stiker
yang 2 sama barnag bagus
ukuranya pas
good
bahan enak adem ukuranya pas tinggi badan 160 170 cuma berat badan 80 kg
bahan nya bagus enak pakai nyaman asli keren
ukuranya terlalu kecil bahan kurang tebal
bad
bahan bagus jahitanya rapi ukuranya pas d badan tidak longgar
kualitas produk bagus produk sesuai foto
beli baru lho kenapa lecek gin iya sangat sayang sekalimulai packing terus quality kontrol produk padahal customer kalau puas bisa bawa orang juga beli
bahan kasar
produk sesuai foto desain bagus
oke
bagus bahan nya adem dapat promo thanks seller
bahan kurang bagus saku kurang hari pakai pods korek jadi korban ketawa
bahan tipis jahitanya kurang rapi bahkan kain kantong celana nya ikut jahit yang buat ikat pinggang
b
tinggi badan 174 cuma pas sih bahan kurang bagus nerawang sedikit tidak halus gampang kusut sesuai harga sih
keren moga pakai awet
kardus buat kirim kurang bagus buat kirim luar pulau akhir topi peyok tidak rapi next time kirim luar pulau baik nya kasih bubble wrap apa biar tetap rapi
bahan kasar
bahan tipis buat panas tidak serap keringat buat bau
beli ukuranya l tinggi badan 168cm berat badan 75kg mantap rekomendasi seller harga kualitas barang bagus kelas internasional ukuranya pas tinggi badan 160 170 cuma
bahan bagus packaging bagus cocok untuk kado
barang
minta tukar barang barang tukar bisa pakai biasa make celana ukuranya 3435 merk2 pesan celana ukuranya 36 tidak muat akhir aju tukar nomot 37 akhir muat lucu nya saya order warna hitam sempat aju tukar barang nomor 37 tapi sempit banget padahal model dan ukuranya nya sama dar masuk saja buat calon2 beli kalau mau order baik nya pesan 23 ukuranya atas ukuranya celana yang biasa di pakai
fit oke bahan oke jahitanya oke mantap
jahitanya pinggang kiri robek gitu asli
good
bagus
kecil tidak sesuai ukuranya
barang sesuai suka
overall bagus
produk sesuai pesan kualitas baik respon cepat good seller
ukuranya pas
harga kualitas bahan di ikan tidak banding
ukuranya terlalu besar
2 kali order 1 waktu dua nya salah kirim warna barang di order mocca kirim abuabuini bilang bukan ketidaksengajaan andai salah 2 order dalam 1 waktu tsbsecara kualitas biasa sajaterimakasih
seller responsif sepatu nyaman pakai empuk kirim aman terima kasih sukses selalu
ukuranya pas tinggi badan 160 170 cuma berat badan 60 70 kg
respon lama
bahan bagus jahitanya rapih pas pakai
barang tidak sama foto bentuk kancing beda detail bahan kaku agak panas
tidak plastik bungkus masing2 baju saya beli
lumayan
bonus celana ukuranya chart nya kurang pas kembali rumit proses parfum oke wangi
keren
ukuranya pas tinggi badan 160 170 cuma berat badan 71 80 kg
kualitas bagus bahan oke warna pilih sesuai pesan kok lubang tidak lubang bagaimana cara pakai kalau repot tukang jahitanya dulu mana bayar cuma lubang gituan coba sendiri pakai gunting cutter juga susah terlalu tebal huftt
ukuranya no 36 sedikit kurang panjang besar harus bagi kaki sedikit cingkrang kurang panjang lihat foto lubang kancing buntu lihat foto jahitanya kurang rapi lebih harga murah jadi kualitas sesuai harga
barang nya bagus
barang sesuai pesan
kantong samping asa kecil hape sering jatoh
minta batal salah pilih ukuranya jual bilang tidak usah batal cukup ganti langsung pas kirim nyata tiba gagal manuver ukuranya
tipis banget
ukuranya tidak sesuai yang cantum pandu ukuranya bahan terawang
bahan tipis mirip kaos 100 ribu dapat 3 pcs pasar malam kecewah
bahan oke
cukup memuaskanoverall bagus
model premium ukuranya pas
bahan terlalu tipis
pesan tanggal 21 dikabarin tanggal 24 kalau barang kosong beuuh layan macam apa
tipis banget
bahan biasa banget kain kaku beda sama celana ukuranya panjang padahal 1 merek
ukuranya pas
jahitanya kancing tidak kuat
ukuranya pas kerah nya kaku bagus
ukuranya xl nya terlalu ngepass cenderung kecil bahan biasa banget
ukuranya pas
produk bagus layan cepat
ukuranya pas
kaos nya bagus
lumayan
ukuranya pas cuma iya gitulah tinggi badan 160 cuma
ukuranya terlalu kecil
siip
tipis banget kantong celana liat sangking tipis nya
xxl nya kecil
tidak worth it jauh gapernah kasih rating bawah 5 celana baru pakai beberapa kali salah gerak sedikit jahitanya bobrok
sering beli mantap bahan
ukuranya nya tidak benar masa 3xl lebar real nya 53cm pas ukuranya jadi tidak pakai tidak muat bahan sedikit tipis bagus belum nya beli oversized bagus banget yang agak kecewa
tipis sekali bahan terlalu nerawang
ukuranya pas
warna sesuai bahan bagus
barang salah kirim dateng ukuranya xl
tidak kasih plastik per 1 baju
layan tidak profesional barang tidak sesuai gambar komplaiin d cuekin
cuttingannya jelek tiap baju beda2
saya cuttingannya jelek polo rajut saya beli sini atau beda bahan iya baik lah untung harga 50rban dapat cashback ada maju sih sekarang kirim tepat waktu dulu dulu misal beli hari sama kirim h1 nya
bahan nyaman
barang di kirim warna navy pesan warna ijo
besar
ukuranya pas
biasa
salah ukuranya
ukuranya pas
bahan ukuranya pas sesuai deskripsi
diskon sih kasih produk bercak putih gin kecewa
kaku banget bahan tidak angkat tangan satu bagi atas topi fedora harus tidak seka keras
tidak sesuai pesan
ukuranya pas
jahitanya kurang rapi iya
sablon kurang
mantap
bagus kualitas finising nya rapih
lupa kalau chino overall
beli sekian kok beda panjang baju iya tidak sesuai deskripsi pendek mohon kualitas kontrol belum kirim
jauh estimasi kurir payah damage box layan kurang muas admin nya
tinggi badan 180 cuma ukuranya nya pas pakai ukuranya 31 bb 66
kualitas kurang
ukuranya terlalu besar
baru cuci sekali baru pakai sekali kantong jebol padahal cuma ngantongi hp aduh bagaimana sih
kualitas bagus sesuai harga
ukuranya terlalu kecil berat badan 71 80 kg prasangka kalau bb 7080 pke l pas nyata bagi pinggul nya kecil jadi nya ke pakai
kualitas tidak banding harga
benar aja kalau buat kantong masa baru hari pakai cuma buat hp masa jebol
ukuranya 32 kecil sini iya
bahan jelek sekali kecil panjang kaki bawah tidak bagus sama sekali
tidak pernah gagal mesen dsini barang bagus kirim cepat thanks
barang mantap rekomendasi beli sini
bagus banget kualitas atas ekspektasi rekomendasi pis lah
kecewa bahan kurang bagus lihat murah banyak bekas lipat tidak hilang sudah setrika jahit kurang banget banyak bekas benang jahitanya tidak potong desain memang bagus kalau bahan kayak gin sih baik beli baju
bahan tipis buat panas tidak serap keringat buat bau
tidak lubang kancing foto tidak patch kulit pas barang ada patch kulit
datang beda sama order belum padahal model pilih sama lihat fotoooo kanan beli bulan lalu kiri beli bulan padahal jarak beli kurang 3 minggu
barang bagus
oke lah buat harga gin
ukuranya pas
mantap barang kualitas sesuai gambar
lubang kancing ada hes lubang sendiri
kualitas jelek
sesuai deskripsi cocok anak recommensed seller
warna tidak sesuai kualitas bahan tipis benarkecewa
warna tidak sesuai deskripsi kualitas lumayan bagus
jahitanya sobek
puasss mantap sukses terus
ukuranya pas tinggi badan 160 170 cuma
ukuranya pas
pesan apa kirim apa kirim sangat lama admin tidak responsif
sudah 3 kali beli chinosnya resletingnya selalu masalah depan baik
ukuranya pas
ukuranya pas tinggi badan 160 170 cuma
bahan adem enak punya 2 lusin
repeat order walaupun di cuci ulang kali baju nya tetap enak pakai nyaman adem
nice
sablon tulisanya jelek
barang tidak sesuai gambar khusus bagi saku
harga 150 ribu tidak oke kualitas jahitanya beranta tidak lubang kancing pinggang lobangin sendiri tidak rekomendednilai plus di kirim cukup cepat
ukuranya pas
bintang 3 seller tangkas bagus barang maaf kurang puas bagi depan sama belakang beda warna di print cuma bagi depan bahan kurang baik kalau pakai buat layak saputangan seperti tidak i know this is a suit handkerchief harus primary purposenya tetap buat lap keringat sneeze wipe etc barang seperti cuma jadi add ons nya jas mohon maaf apabila kurang betkenan reviewnya moga kritik buat lebih baik terima kasih
pesan 2 kali order jeda tidak 15 menit pesan 1 langsung kirim pesan 2 skg di proses gila lama proses nya barang bukan po
ukuranya pas tinggi badan 180 cuma berat badan 80 kg
bahan
barang bagus
ukuranya pas mantap terima kasih
mantap min
ukuranya pas nyaman kirim cepat packing rapi
ukuranya xxl tspi s tidak true ukuranya
warna salah model salah seller kurang bertaggung jawab
bagus sesuai ukuranya
mantap barang sesuai ekspektasi
mohon ketat kualitas kontrol nya risleting rusak terima tidak kembali lebih cepat baik biaya sendiri
kira tebal nyata tipis semua barang cepat melar
ukuranya terlalu besar
38 kecil ngepress banget
ukuranya pas bahan nyaman sesuai spesifikasi packing kirim
cukup kecewa
keren nyaman bahan nya
ukuranya kecil nyata akhir buat anak
ukuranya pas
syukur beli dua produk muas
kurang rapi tidak bersih jahitanya beranta bahan tipis tidak rekomendasi beli sini walaupun official store sekalipun toko
warna nya sesuai ekspektasi
pesan sampai terima kasih
bahan bagus warna sesuai selalu suka beli toko harga ada kualitas 4x beli sini jadi koleksi semua warna terima kasih seller ukuranya pas
nyata cukup tipis
kualitas jahitanya kurang baik bahan saku kurang bagus advise for sizing cukup jauh selisih good luck
produk lumayan emas buruk dus lembek jadi mudah penyok topi jadi tekuk
mantap sesuai pesan
baju bagus
lumayann
tidak bagus kualitas nya
barang bagus sesuai gambar
repeat order dua pesan 2 black ukuranya m ukuranya kerah beda 1 pas 1 kecil leher
ukuranya pas
barang kualitas bagus banget packingnya bagus lebih aman
lama banget kirim nya semingu lebih barang ukuranya sama beda lebar nya musti ditingkatin kualitas kontrol nya sih
kata nya kantong tau nya tidak d tulis lah d deskripsi nya biar tidak bingung
ukuranya pas
mantap
kain tipis semua lubang kancing tutup jadi potong sendiri jadi keluar benang2 lubang sabuk oversize resleting pendek ukuranya 34 warna resleting kok warna coklat jadi kesan nya murah mudah2an depan lebih baik
waktu beli dapat sambung sekarang mulai rusak
ukuranya pas
bahan kurang bagus baru pakai nyata jahit lepas tidak rapi ada kantong ikut jahit seperti tidak kualitas kontrol dlpengiriman lama
panjang tidak sesuai deskripsi harus panjang 104cm nyata cuma 100cm orang tinggi saya jahit
harga terlalu mahal bahan setip
barang datang jumlah kurang yang di bayar
kurang 1 order 2 barang datang 1 barang
bahan bagus ukuranya oke
ukuranya pas tinggi badan 171 180 cuma berat badan 60 70 kg
ukuranya pas
ukuranya pas tinggi badan 160 170 cuma berat badan 60 kg
gagang kiri sama kanan beda bentuk nya
kualitas kaya harga 30ribuan kesal
pesan crem terang datang lebih coklat iya
poko top belanja sekian kali nya berat badan 60 70 kg
celana nya keren bahan adem halus mantap lah pokoke seller nya ramah banget bintang 7
warna hitam mantull
pas bad bahan enak adem
lumayan standar
bagus
navi warna pudar
ukuranya terlalu kecil
lucu beli 3x sama sekarang sini tahun kemaren beli 36 37 37nya nyaman banget ampe sekarang awet akhir beli 38 harap lebih besar 37 eh malah ketat paha lebih sempit ukuranya 37 1 kata kocak
tidak imbang potong
baju bagus kancing tidak sesuai gambar gambar kancing bewarna hitam yang datang kancing warna putih ukuranya baju tidak terlalu slim fit
oke mendaraaaat sempurna ukuranya pas
ciut cuci
bagus ukuranya pas
jahit tidak rapi
barang tidak sesuai model kayak reguler fit
bahan tipis mirip kaos beli pasar malem 100 ribu dapat 3 pcs kecewah
baru sekali pakai resleting langsung rusak
mantap keren cepat
bucket hat bagus 2 warna bolak balik bahan tidak kaku jahit rapi
bahan fitting bagus sesuai nyaman pakai
bahan soso lingkar lengan terlalu lebar
pakai pertama kali kantong celana langsung jebol 3 pakai jahitanya selangkang lepas semua
proses lama padahal sesuai syarat kirim hr sama barang tidak sesuai packaging tidak rakit
nyata sizenya lebih besar biasa iya biasa pakai ukuranya xl pas kalau kaos jadi besar
walaupun tukar ukuranya 37 tetap sempit banget padahal warna abu2 model sama muat awal beli ukuranya 36 tidak muat sama sekali biasa make celana ukuranya 3435 buat calon beli saran beli 23 ukuranya celana biasa di pakai
kualitas produk bagus
bahan bagus
bagi kerah terlalu lebar
ukuranya pas
barang oke
sangat bagus guna aktifitas hari hari
ukuranya 36 rasa 32 tidak sesuai standar ukuranya celana
beli beberapa warna yang warna navy kecewa bahan nya tidak 100 cotton 50 cotton 50 poliester cantum di kolom deskripsi
terimakassiihhh moga aa aku suka yaaaa
cakeeppp
desain celana nya suka
ukuranya pas
bahan jahitanya jelek
packing rapih aman kirim cepat respon toko cepat bahan beda yang beli dulu ukuranya pas tinggi badan 160 170 cmberat badan 80
ukuranya pas
sablon miss bawah harus tidak penuh hitam gitu
paket di terima baik baju jahit rapi
ukuranya pas tinggi badan 171 180 cuma berat badan 60 kg
makasih kaos sesuai pesan pas ukurunya makasih yah
produk seller kurir moga awet
seller ajak ngobrol tidak nyambung kualitas produk buruk lho lebih murah kualitas jahit lebih bagus kecewa lah
ukuranya pas
ukuranya pas
bagus
ukuranya pas
barang bagus pesan sesuai gambar mantap pollll
ukuranya terlalu kecil
bahan panas
jahitanya bagus tidak sesuai deskripsi tidak streachmelar
tidak bagus
tidak sesuai ekspetasi bahan kasar kulit dobel kaos biar nyaman pakai item tidak masalah
mantap banget barang nyabahan adem
model tidak sesuai foto tidak sesuai pesan
pinggir tidak lebar contoh foto kurang sesuai ekspektasi sih
ukuranya pas
kualitas barang saya paling bagus pasar harga gin customer servicenya buruk
ukuranya pas tinggi badan 160 cuma berat badan 60 kg
barang tidak sesuai
